analysis_id,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,bathrooms,amenities,price,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,review_scores_communication
5347,Cuauhtémoc,19.4309800,-99.1626200,Private room in rental unit,Private room,2,1.00,1.00,1.00,"[""Air conditioning"", ""Self check-in"", ""Noise decibel monitors on property"", ""Patio or balcony"", ""Wifi"", ""Hot water"", ""Free driveway parking on premises \u2013 1 space"", ""Building staff"", ""TV"", ""Luggage dropoff allowed"", ""Shampoo"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Exterior security cameras on property"", ""Hair dryer"", ""First aid kit"", ""Fire extinguisher"", ""Conditioner"", ""Pets allowed""]",2072.00,0.00,0.00,4.90,4.90,5.00,5.00,5.00
5348,Cuauhtémoc,19.4278000,-99.1699500,Entire rental unit,Entire home/apt,2,1.00,1.00,1.00,"[""Air conditioning"", ""Self check-in"", ""Noise decibel monitors on property"", ""Wifi"", ""Microwave"", ""Building staff"", ""Kitchen"", ""Luggage dropoff allowed"", ""Paid street parking off premises"", ""Shampoo"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Crib"", ""Freezer"", ""TV with standard cable"", ""Exterior security cameras on property"", ""Hair dryer"", ""Coffee maker"", ""Gym"", ""Dishes and silverware"", ""First aid kit"", ""Fire extinguisher"", ""Mini fridge""]",1315.00,24.00,31560.00,4.43,4.63,4.90,4.43,4.47
5349,Cuauhtémoc,19.4273800,-99.1699800,Entire rental unit,Entire home/apt,2,1.00,1.00,1.00,"[""Air conditioning"", ""Self check-in"", ""Noise decibel monitors on property"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Building staff"", ""Kitchen"", ""TV"", ""Luggage dropoff allowed"", ""Paid street parking off premises"", ""Iron"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Crib"", ""Exterior security cameras on property"", ""Hair dryer"", ""Coffee maker"", ""Gym"", ""Dishes and silverware"", ""First aid kit"", ""Fire extinguisher""]",2584.00,0.00,0.00,4.67,4.67,5.00,4.67,4.50
5350,Coyoacán,19.3293500,-99.1473200,Private room in home,Private room,1,0.00,2.00,1.50,"[""Fast wifi \u2013 195 Mbps"", ""Washer"", ""Kitchen"", ""Coffee maker"", ""Backyard"", ""Dishes and silverware"", ""Dedicated workspace"", ""Patio or balcony"", ""Hot water"", ""Refrigerator""]",331.00,0.00,0.00,4.67,4.33,4.67,4.33,4.83
5351,Miguel Hidalgo,19.4329300,-99.2152200,Entire rental unit,Entire home/apt,6,3.00,3.00,2.50,"[""Private entrance"", ""Self check-in"", ""Elevator"", ""Dedicated workspace"", ""Patio or balcony"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Dishwasher"", ""Building staff"", ""Kitchen"", ""Stove"", ""Free parking on premises"", ""Extra pillows and blankets"", ""TV"", ""Oven"", ""Shampoo"", ""Washer"", ""Iron"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Carbon monoxide alarm"", ""Exterior security cameras on property"", ""Hair dryer"", ""Coffee maker"", ""Gym"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher"", ""Dryer""]",2303.00,186.00,428358.00,4.84,4.85,4.79,4.84,4.84
5352,Benito Juárez,19.3705800,-99.1657600,Entire rental unit,Entire home/apt,4,2.00,2.00,2.00,"[""Private hot tub"", ""Room-darkening shades"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Kitchen"", ""Free parking on premises"", ""Cleaning products"", ""TV"", ""Free street parking"", ""Shampoo"", ""Iron"", ""Bathtub"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Smoking allowed"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics""]",740.00,0.00,0.00,4.66,4.32,5.00,4.84,4.61
5353,Cuauhtémoc,19.4072700,-99.1708100,Entire rental unit,Entire home/apt,4,2.00,2.00,1.00,"[""Private entrance"", ""Self check-in"", ""Dining table"", ""Outdoor dining area"", ""Room-darkening shades"", ""Elevator"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Microwave"", ""Books and reading material"", ""Housekeeping available 8 hours a day, 2 days a week - available at extra cost"", ""Building staff"", ""Kitchen"", ""Drying rack for clothing"", ""Board games"", ""Free parking on premises"", ""Exercise equipment"", ""Portable heater"", ""LG refrigerator"", ""Mabe stainless steel gas stove"", ""Oven"", ""Iron"", ""Shared gym in building"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Toaster"", ""Freezer"", ""HDTV with standard cable"", ""Exterior security cameras on property"", ""Free dryer \u2013 In unit"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Cooking basics"", ""Clothing storage: closet and dresser"", ""Pets allowed""]",928.00,24.00,22272.00,4.73,4.67,4.93,4.53,4.67
5354,Cuauhtémoc,19.4333500,-99.1596600,Entire rental unit,Entire home/apt,7,4.00,6.00,4.00,"[""Private entrance"", ""Laundromat nearby"", ""Dining table"", ""Outdoor dining area"", ""Ceiling fan"", ""Room-darkening shades"", ""Dedicated workspace"", ""Private patio or balcony"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Books and reading material"", ""Microwave"", ""Private backyard \u2013 Fully fenced"", ""Fire extinguisher"", ""Body soap"", ""Kitchen"", ""Stove"", ""Drying rack for clothing"", ""Cleaning products"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Shampoo"", ""Wine glasses"", ""Iron"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Outdoor furniture"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Freezer"", ""Exterior security cameras on property"", ""Blender"", ""107 inch HDTV with standard cable, Roku"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Coffee maker"", ""Free washer \u2013 In unit"", ""Clothing storage: closet and wardrobe"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Portable fans""]",2096.00,240.00,503040.00,4.79,4.83,4.78,4.79,4.92
5355,Cuauhtémoc,19.4482200,-99.1629800,Entire rental unit,Entire home/apt,2,1.00,1.00,2.00,"[""Self check-in"", ""Heating"", ""Room-darkening shades"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Building staff"", ""Kitchen"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Cleaning products"", ""Extra pillows and blankets"", ""TV"", ""Shampoo"", ""Washer"", ""Iron"", ""Shower gel"", ""Hangers"", ""Essentials"", ""Exterior security cameras on property"", ""First aid kit"", ""Cooking basics"", ""Dryer""]",1350.00,126.00,170100.00,4.95,4.89,4.84,4.95,4.92
5356,Cuauhtémoc,19.4273400,-99.1682000,Entire rental unit,Entire home/apt,2,1.00,1.00,1.00,"[""Air conditioning"", ""Noise decibel monitors on property"", ""Wifi"", ""Microwave"", ""Paid parking off premises"", ""Kitchen"", ""Luggage dropoff allowed"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Crib"", ""TV with standard cable"", ""Exterior security cameras on property"", ""Coffee maker"", ""Gym"", ""Dishes and silverware"", ""First aid kit"", ""Fire extinguisher"", ""Mini fridge""]",1536.00,18.00,27648.00,4.66,4.67,4.88,4.67,4.66
5357,Cuauhtémoc,19.4275700,-99.1683800,Entire rental unit,Entire home/apt,2,1.00,1.00,1.00,"[""Air conditioning"", ""Noise decibel monitors on property"", ""Wifi"", ""Microwave"", ""Paid parking off premises"", ""Kitchen"", ""Luggage dropoff allowed"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Crib"", ""TV with standard cable"", ""Exterior security cameras on property"", ""Coffee maker"", ""Gym"", ""Dishes and silverware"", ""First aid kit"", ""Fire extinguisher"", ""Mini fridge""]",1536.00,0.00,0.00,4.53,4.56,4.98,4.49,4.67
5358,Cuauhtémoc,19.4275800,-99.1703000,Entire rental unit,Entire home/apt,2,1.00,1.00,1.00,"[""Air conditioning"", ""Noise decibel monitors on property"", ""Wifi"", ""Microwave"", ""Paid parking off premises"", ""Kitchen"", ""Luggage dropoff allowed"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Crib"", ""TV with standard cable"", ""Exterior security cameras on property"", ""Coffee maker"", ""Gym"", ""Dishes and silverware"", ""First aid kit"", ""Fire extinguisher"", ""Mini fridge""]",1753.00,0.00,0.00,4.71,4.74,5.00,4.65,4.71
5359,Cuauhtémoc,19.4282700,-99.1718900,Entire rental unit,Entire home/apt,2,1.00,1.00,1.00,"[""Air conditioning"", ""Self check-in"", ""Noise decibel monitors on property"", ""Wifi"", ""Hot water"", ""Microwave"", ""Paid parking off premises"", ""Building staff"", ""Luggage dropoff allowed"", ""Shampoo"", ""Iron"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Crib"", ""TV with standard cable"", ""Exterior security cameras on property"", ""Hair dryer"", ""Coffee maker"", ""Gym"", ""Dishes and silverware"", ""First aid kit"", ""Fire extinguisher"", ""Mini fridge""]",1277.00,72.00,91944.00,4.77,4.85,4.98,4.77,4.90
5360,Miguel Hidalgo,19.4301900,-99.1735300,Entire rental unit,Entire home/apt,2,1.00,1.00,1.00,"[""Air conditioning"", ""Self check-in"", ""Noise decibel monitors on property"", ""Dedicated workspace"", ""Wifi"", ""Microwave"", ""Paid parking off premises"", ""Building staff"", ""Kitchen"", ""TV"", ""Luggage dropoff allowed"", ""Shampoo"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Exterior security cameras on property"", ""Hair dryer"", ""Coffee maker"", ""Gym"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher"", ""Mini fridge""]",1178.00,30.00,35340.00,4.70,4.78,4.78,4.78,4.39
5361,Cuauhtémoc,19.4303200,-99.1730700,Entire rental unit,Entire home/apt,2,1.00,1.00,1.00,"[""Air conditioning"", ""Self check-in"", ""Noise decibel monitors on property"", ""Dedicated workspace"", ""Wifi"", ""Microwave"", ""Paid parking off premises"", ""Building staff"", ""Kitchen"", ""TV"", ""Luggage dropoff allowed"", ""Shampoo"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Exterior security cameras on property"", ""Hair dryer"", ""Coffee maker"", ""Gym"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher"", ""Mini fridge""]",1178.00,24.00,28272.00,4.63,4.63,5.00,4.25,5.00
5362,Cuauhtémoc,19.4284400,-99.1704700,Private room in guest suite,Private room,2,1.00,1.00,1.00,"[""Noise decibel monitors on property"", ""Wifi"", ""Hot water"", ""Paid parking off premises"", ""Luggage dropoff allowed"", ""Shampoo"", ""Iron"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Exterior security cameras on property"", ""Coffee maker"", ""First aid kit"", ""Fire extinguisher"", ""Mini fridge""]",826.00,60.00,49560.00,4.55,4.55,5.00,4.55,4.18
5363,Benito Juárez,19.3759100,-99.1604400,Private room in home,Private room,1,1.00,1.00,1.00,"[""Exterior security cameras on property"", ""Shampoo"", ""Private entrance"", ""Iron"", ""Kitchen"", ""Free parking on premises"", ""Cooking basics"", ""Host greets you"", ""Hangers"", ""Wifi"", ""Smoke alarm"", ""Essentials"", ""TV"", ""Lock on bedroom door"", ""Hot water"", ""Carbon monoxide alarm"", ""Pets allowed""]",416.00,18.00,7488.00,4.60,4.42,4.86,4.51,4.72
5364,Benito Juárez,19.3816400,-99.1807700,Entire condo,Entire home/apt,4,2.00,2.00,2.00,"[""Private entrance"", ""Laundromat nearby"", ""Dining table"", ""Self check-in"", ""Room-darkening shades"", ""Elevator"", ""Dedicated workspace"", ""Wifi"", ""Trash compactor"", ""High chair"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Fire extinguisher"", ""Paid parking off premises"", ""Free dryer \u2013 In building"", ""BBQ grill: charcoal"", ""Kitchen"", ""Lockbox"", ""Drying rack for clothing"", ""Cleaning products"", ""Extra pillows and blankets"", ""Gas stove"", ""Portable heater"", ""Luggage dropoff allowed"", ""Oven"", ""Vanar conditioner"", ""Shampoo"", ""Wine glasses"", ""Iron"", ""Single level home"", ""60 inch HDTV with standard cable, Netflix"", ""Free parking garage on premises \u2013 2 spaces"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Si proporciona jab\u00f3n  body soap"", ""Essentials"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Freezer"", ""Blender"", ""Hair dryer"", ""Coffee maker"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Portable fans"", ""Mini fridge""]",840.00,0.00,0.00,5.00,4.95,4.89,4.95,5.00
5365,Cuauhtémoc,19.4135200,-99.1589900,Private room in home,Private room,1,0.00,1.00,1.50,"[""Self check-in"", ""Dining table"", ""Patio or balcony"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Kitchen"", ""Stove"", ""Lockbox"", ""TV"", ""Free street parking"", ""Wine glasses"", ""Iron"", ""Clothing storage"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Smoking allowed"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Pets allowed""]",475.00,48.00,22800.00,4.55,4.40,4.89,4.58,4.75
5366,Miguel Hidalgo,19.4369600,-99.1866100,Entire rental unit,Entire home/apt,4,2.00,2.00,2.00,"[""Oven"", ""Kitchen"", ""Essentials"", ""Mini fridge"", ""Coffee maker"", ""Dishes and silverware"", ""Stove"", ""Free parking on premises"", ""Elevator"", ""Wifi"", ""Hot water"", ""Microwave"", ""TV with standard cable""]",1724.00,0.00,0.00,5.00,5.00,5.00,5.00,5.00
5367,Cuauhtémoc,19.4249800,-99.1615500,Entire rental unit,Entire home/apt,2,1.00,1.00,1.00,"[""Shampoo"", ""Hair dryer"", ""Iron"", ""Kitchen"", ""Cooking basics"", ""Hangers"", ""Elevator"", ""Wifi"", ""Essentials"", ""TV"", ""Hot water"", ""Carbon monoxide alarm"", ""Fire extinguisher""]",1273.00,12.00,15276.00,4.68,4.72,4.95,4.57,4.82
5368,Coyoacán,19.3189800,-99.1266300,Entire rental unit,Entire home/apt,2,1.00,1.00,1.00,"[""Private entrance"", ""Self check-in"", ""Dedicated workspace"", ""Wifi"", ""Trash compactor"", ""Window guards"", ""Hot water"", ""Microwave"", ""Paid parking off premises"", ""Body soap"", ""Kitchen"", ""Lockbox"", ""Free parking on premises"", ""Cleaning products"", ""Extra pillows and blankets"", ""Free street parking"", ""Resort access"", ""Shampoo"", ""Iron"", ""Shower gel"", ""Clothing storage"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""TV with standard cable"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Mini fridge"", ""Conditioner"", ""Dryer""]",720.00,6.00,4320.00,4.37,4.43,4.87,4.33,4.63
5369,Cuauhtémoc,19.4606900,-99.1487100,Shared room in home,Shared room,1,1.00,1.00,3.00,"[""Self check-in"", ""Outdoor dining area"", ""Dedicated workspace"", ""Patio or balcony"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Pocket wifi"", ""Microwave"", ""Building staff"", ""Kitchen"", ""Stove"", ""Drying rack for clothing"", ""TV"", ""Free street parking"", ""Luggage dropoff allowed"", ""Shampoo"", ""Washer"", ""Iron"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Outdoor furniture"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Freezer"", ""Smoking allowed"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher"", ""Backyard""]",172.00,0.00,0.00,5.00,5.00,5.00,5.00,5.00
5370,Benito Juárez,19.3680800,-99.1376500,Private room in rental unit,Private room,2,1.00,1.00,1.00,"[""Patio or balcony"", ""Wifi"", ""Hot water"", ""Microwave"", ""Refrigerator"", ""Paid parking off premises"", ""Body soap"", ""Kitchen"", ""Stove"", ""Free parking on premises"", ""Cleaning available during stay"", ""Free street parking"", ""Luggage dropoff allowed"", ""Oven"", ""Shampoo"", ""Iron"", ""Single level home"", ""Shower gel"", ""Hangers"", ""Essentials"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Ethernet connection"", ""Freezer"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics""]",203.00,0.00,0.00,4.80,4.50,4.80,4.80,5.00
5371,Cuauhtémoc,19.4107700,-99.1769300,Private room in rental unit,Private room,2,1.00,1.00,1.00,"[""Laundromat nearby"", ""Self check-in"", ""City skyline view"", ""Dining table"", ""Room-darkening shades"", ""Keypad"", ""Dedicated workspace"", ""Otro stainless steel electric stove"", ""High chair"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Fast wifi \u2013 61 Mbps"", ""Body soap"", ""Kitchen"", ""Cleaning products"", ""TV with Amazon Prime Video, Fire TV, Netflix"", ""Cleaning available during stay"", ""Extra pillows and blankets"", ""Free street parking"", ""Luggage dropoff allowed"", ""Clothing storage: wardrobe"", ""Shampoo"", ""Wine glasses"", ""Iron"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Toaster"", ""Blender"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Private living room"", ""Coffee maker"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Cooking basics"", ""Pets allowed""]",649.00,42.00,27258.00,4.80,4.59,4.97,4.68,4.93
5372,Coyoacán,19.3511800,-99.1488600,Entire rental unit,Entire home/apt,5,2.00,3.00,3.00,"[""Free driveway parking on premises"", ""Pack \u2019n play/Travel crib"", ""Private entrance"", ""Laundromat nearby"", ""HDTV"", ""Dining table"", ""Outlet covers"", ""Room-darkening shades"", ""Dedicated workspace"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Private patio or balcony"", ""Wifi"", ""High chair"", ""Hot water"", ""Refrigerator"", ""Books and reading material"", ""Body soap"", ""Kitchen"", ""Board games"", ""Cleaning products"", ""Extra pillows and blankets"", ""Gas stove"", ""Free street parking"", ""Luggage dropoff allowed"", ""Oven"", ""Shampoo"", ""Children\u2019s dinnerware"", ""Wine glasses"", ""Shower gel"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Outdoor furniture"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Freezer"", ""Hot water kettle"", ""Hair dryer"", ""Coffee maker"", ""Record player"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Backyard""]",879.00,78.00,68562.00,4.83,4.53,4.92,4.81,4.90
5373,Cuauhtémoc,19.4237900,-99.1688200,Entire rental unit,Entire home/apt,2,1.00,1.00,1.00,"[""Self check-in"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Safe"", ""Building staff"", ""Kitchen"", ""Stove"", ""TV"", ""Free street parking"", ""Luggage dropoff allowed"", ""Shampoo"", ""Iron"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Exterior security cameras on property"", ""Hair dryer"", ""Dishes and silverware"", ""Cooking basics"", ""Fire extinguisher""]",900.00,126.00,113400.00,4.45,4.27,4.92,4.48,4.67
5374,Cuauhtémoc,19.4168240,-99.1784360,Entire loft,Entire home/apt,3,1.00,2.00,1.00,"[""Private entrance"", ""Laundromat nearby"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Paid parking off premises"", ""Kitchen"", ""Stove"", ""Paid parking on premises"", ""Oven"", ""Shampoo"", ""Iron"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics""]",861.00,162.00,139482.00,4.62,4.78,4.78,4.67,4.74
